7389	0	a	the light was too dim so I began reading	the light was too dim so I stopped reading	began	stopped	lit***dim***dimed***reading***begin***dimmed***lighting***read***light	lit***dim***dimed***reading***dimmed***lighting***read***light***stop
9275	1	a	I want to have my hair cut because my hair is too long	I want to have my hair cut because my hair is too short	long	short	too_long***wanter***hair_cutting***long***hairs***cut***wantest***hair***hair_cut***want_to	wanter***shorting***hair_cutting***short***hairs***cut***wantest***hair***hair_cut***shorted***want_to
2995	0	a	I rolled in mud to get clean.	I took a shower to get clean.	rolled in mud	took a shower	roll_in***clean***rolling_in_mud***get***mud***rolling***cleaning***get_clean***roll***mudding	take***shower***clean***get***showerest***cleaning***get_clean
5316	1	a	I did a battery testing in my garage	I did a body testing in my garage	battery	body	garage***testing***battery	garage***test***body
356	0	a	I ride a leopard to work every day	I drive a car to work every day	ride leopard	drive car	rode***day***ride***work_every_day***every***every_day***work***leopard***wrought	drive***day***car***work_every_day***every***every_day***work***wrought
49	1	a	We use a clock to know the time	We use book to know the time	a clock	book	use***know***clock***time***knowed***knows	use***use_book***know***book***time***knowed***knows
7931	0	a	The sun goes around the earth	The earth goes around the sun	sun earth	earth sun	earthest***around***suns***go***earth***sunned***go_around***sun	earthest***around***suns***go***earth***sunned***go_around***sun
1523	0	a	He went to the dentist because he was sick	He went to the doctor because he was sick	dentist	doctor	sick***go***be_sick***go_to***dentist	doctorest***go***sick***be_sick***doctor***go_to
7552	1	a	He is moving so he puts his stuff in the box	He is moving so he takes things out of the box	puts his stuff in	takes things out of	stuff_in***box***be_moving***stuffest***stuff***put***move	take***taking_things_out_of***thing***box***be_moving***taking_things***move
496	1	a	The chicken laid an egg	The chicken laid a dog	an egg	a dog	chickens***chicken_laying***chicken_laid***chicken***egg***chicken_lays***chickene***lay***eggs***egging	chickens***chicken_laying***chicken_laid***chicken***dog***chicken_lays***chickene***lay
5110	1	a	It's only a party in honor of my birthday	It's only a race in honor of my birthday	party	race	honors***party***honor***in_honor***birthday	honors***honor***in_honor***birthday***racing***race
1957	1	a	He wore a suit to church.	He wore a lawn mower to church	suit .	lawn mower	suit***weared***suited***wear***church	lawne***lawns***weared***mower***wear***lawn_mower***lawn***church
229	0	a	The eagle flies deep in the ocean	The eagle flew high in the sky	flies deep ocean	flew high sky	eagle***eagling***deeps***deep***ocean***fly***flys	eagle***eagling***sky***fly***flys***high***fly_high
1738	0	a	Dolphins breathe cheese.	Dolphins breathe air.	cheese	air	breathe***dolphine***cheese***dolphin	airing***air***breathe_air***breathe***dolphine***dolphin
7789	0	a	During the race, Mr. Taylor chats with the driver using a loudspeaker.	During the race, Mr. Taylor talks to the driver using a headset.	chats with loudspeaker	talks to headset	chatted***taylor***chat***chatting_with***mr***driver***use***loudspeaker***racing***race	talk***taylor***talk_to***driver***mr***headset***use***racing***race
7567	0	a	people wear sunglasses on rainy days	People use umbrellas on rainy days	people wear sunglasses	People use umbrellas	weared***day***sunglass***people***wear_sunglasses***rainy***wears_sunglasses***wear***sunglassed***rainy_day***people_wear	use_umbrella***umbrella***day***people***rainy***use***rainy_day
4787	1	a	The price of gold keeps rising, it's time to sell off	The temperature of gold keeps rising, it's time to sell off	price	temperature	gold***price***keep***sell***price_of_gold***sells***golded***rise***price_of***time***golde***keepest***sell_off	gold***keep***sell***temperature***sells***golded***rise***time***golde***keepest***sell_off
2607	0	a	Your plant should listen to your parents	You should listen to your parents	Your plant	You	planting***listen***plant***listen_to***parenting***listenest***parent***listens	listen***listen_to***parenting***listenest***parent***listens
3784	1	a	If you want to go to a restaurant then you should wear shoes.	If you want to go to a restaurant then you should wear earrings.	shoes	earrings	wears_shoe***wanter***wear_shoes***weared***go***restaurant***wear***wears_shoes***wantest***shoe***go_to***want_to	wanter***earre***weared***go***restaurant***wear***wantest***go_to***want_to
8879	1	a	Bob looks up a word in a dictionary	Bob looks up a word in a shopping list	dictionary	shopping list	look***look_up***word***dictionary***bob***bobs	look***look_up***word***shopping_list***bob***shopping***list***bobs
1003	1	a	Buttered noodles is a popular dish	Fried underwear is a popular dish	Buttered noodles	Fried underwear	butter***noodle***dish***popular	underwear***dish***popular***fry
5676	1	a	Not everyone who's from Canada skis.	Not everyone who's from Canada breathes.	skis	breathes	everyone_who***everyone***canada***not_everyone	everyone_who***everyone***canada***not_everyone
4853	1	a	Having been staring at the display for a whole day, my eyes feel sick	Having been staring at the display for a whole day, my legs feel sick	eyes	legs	eye***sick***day***displaying***wholes***feel_sick***feeled***stare***whole***feel***display	leg***sick***day***displaying***wholes***feel_sick***lege***feeled***stare***whole***feel***display
8946	1	a	he walks in from the door	he walks in from the wall	door	wall	doore***walk_in***dooring***door***walk	walk***walk_in***wall
9038	1	a	tina told her daughter to clean the apartment	tina told her dog to clean the apartment	daughter	dog	daughtere***clean***tell_me***apartment***tina***cleaning***tell***daughter	dog***clean***tell_me***apartment***tina***cleaning***tell
3042	1	a	He ate a taco.	He ate a desk.	taco	desk	tacos***eaten***eat***taco	deske***desk***eat***deskest***eaten
8277	0	a	There are many clouds in the sea.	There are many clouds in the sky.	sea	sky	cloud***sea***cloud_in***many	cloud***cloud_in***sky***many
5979	1	a	wolves are ferocious naturally	wolves are docile naturally	ferocious	docile	wolf***ferocious***naturally	docile***wolf***naturally
2075	0	a	He puts his clothes into the barn.	He puts his horse into the barn.	clothes	horse	put***barn***clothe	put***barn***horse
4482	1	a	Running is good exercise	Sleeping is good exercise	Running	Sleeping	exercise***being_better***run***goode***well***being_good***being_best***good***good_exercise	exercise***sleep***being_better***slept***goode***well***being_best***sleeps***being_good***good***good_exercise
7382	1	a	He put the staples into the stapler	He put the staples into the lighter	stapler	lighter	staple***stapler***stapled***stapling***put	staple***lit***stapled***lighting***stapling***put***light
1563	1	a	She placed the blanket over her child	She placed the blanket over the state.	her child	state .	place***blanket***child***blanketed***childs***childe	place***blanket***state***blanketed
8218	0	a	They recalled the good days in the future together	They recalled the good old days together	in future	old	day_in***future***recall***recallest***goode***day***good_day***well***better_day***good***togethere***together	recall***recallest***goode***day***good_old***good_old_days***well***old***good***togethere***olde***old_days***together
3429	0	a	If you want to stay home you should get tickets	If you want to go to a performance then you should get tickets	stay home	go a performance then	stay_home***wanter***get_ticket***home***homing***get***stay***wantest***ticket***want_to	wanter***go***get_ticket***get***wantest***go_to***ticket***performance***want_to
2118	0	a	A dog is an adult cat	Kittens are baby cats	A dog is an adult cat	Kittens are baby cats	adulte***adult***dog***dogs_are***adult_cat***cat	kittening***kitten***baby_cat***baby***kittens***babied***cat
1362	1	a	he was waiting to see a doctor	he ordered a doctor	was waiting to see	ordered	seing***doctorest***sees***doctor***see***wait	orderest***doctorest***order***doctor
8316	1	a	The moon will wax or wane	The moon is always round.	will wax or wane	is always round .	wane***waxes***wax***waxed***wanes***moon***mooning	round***always***mooning***moon
3078	0	a	He put a horse in the fridge.	He put an apple in the fridge.	a horse	an apple	put***fridge***horse	put***apple***fridge
3719	1	a	It's fun to carve pumkins with your kids at Halloween	It's fun to carve pumkins with your kids at Christmas	Halloween	Christmas	halloween***carve***fun***carved***fun_to***with_em***kid***pumkins	carve***fun***carved***fun_to***with_em***kid***pumkins
3411	0	a	We talked after drinking some biscuits	We talked after drinking some tea	biscuits	tea	talk***drinked***drink***drinking***biscuit	talk***teae***tea***drinked***teas***drink***drinking
8494	0	a	People can take the subway in the air.	People can take subway underground.	the in air	underground	take***subway***airing***air***people***subwaye	take***subway***taking_subway***underground***people***subwaye***undergrounds
8193	1	a	This device is designed for the conversion of waste into usable products	This device is designed for the conversion of usable products into waste	waste usable products	usable products waste	waste***product***designing***conversion***usable***device***design	waste***product***designing***usable***conversion***device***design
2521	1	a	The man put the chicken in the oven.	The man put the car in the oven.	chicken	car	chickens***chicken***man***mans***chickene***put***ovens***oven	man***mans***car***put***ovens***oven
3803	0	a	People use pans for writing.	People use pens for writing.	pans	pens	pan***use_pan***people***writing***use***for_writing	pent***people***writing***pen***use***use_pen***for_writing
9226	1	a	children are not allowed to watch the movie because it's rated R	children are not allowed to watch the movie because it's animated	rated R	animated	r***childe***allower***movie***allow_to***child***childs***rate***watch***allows***allow	childe***allower***movie***allow_to***child***childs***animate***watch***allows***allow
4730	0	a	He was arrested by the police because he listen to music	He was arrested by the police because he sells drug	listen to music	sells drug	listen_to***musicing***listens***listen_to_music***listen***music***arrest***been_arrested***police***being_arrested***listenest	sell_drugs***sells***drug***arrest***sell***been_arrested***police***being_arrested
3202	1	a	Tomorrow the sun will be shining on his skin.	Tomorrow the sun will cool his skin.	be shining on	cool	shine***suns***skin***tomorrow***sunned***sun	suns***cooling_yourself***skin***tomorrow***cools***sunned***cool***sun***cool_yourself
8648	0	a	He likes jogging at sea.	He likes jogging in the playground.	at sea	in the playground	like***jog***at_sea***jogging***sea***likes***jogs***like_jogging	like***jog***jogging***likes***playground***jogs***like_jogging
440	0	a	12345 are the first letters of a standard English keyboard	QWERTY are the first 6 letters of a standard English keyboard	12345	QWERTY 6	letter***englishe***keyboard***lettering***englishest***keyboarded***english***standard***keyboarde***first***standard_english	letter***englishe***keyboard***lettering***englishest***keyboarded***english***standard***keyboarde***first***standard_english***qwerty
9332	0	a	milk is from milkers' body	milk is from cows' body	milkers	cows	body***milk***milker***milkers***milkest***milks	body***milk***milkest***cow***milks***from_cow
9239	1	a	If you want to get an answer, you will use a calculator	If you want to get a question, you will use a calculator	an answer	question	wanter***use***get***want_to_get***answer***wantest***calculator***answerest***want_to	wanter***question***use***get***want_to_get***wantest***calculator***want_to
5669	0	a	The mama cat was so proud of her puppies.	The mama cat was so proud of her kittens.	puppies	kittens	mama***proud_of***proud_of_yourself***puppy***mamas***proud***cat	kittening***mama***proud_of***proud_of_yourself***kitten***mamas***kittens***proud***cat
944	1	a	He ate a sandwich for lunch.	He ate a rock for lunch.	sandwich	rock	eat***lunch***sandwich***lunching***eaten	rock***eat***lunch***lunching***eaten
6885	1	a	People feed the baby milk powder.	People feed the baby chilies.	milk powder	chilies	baby***milk***feed***people***powder***milk_powder***fed***milkest***powdering***babied***milks	baby***feed***people***chilie***fed***babied
2701	1	a	My son was crying so I hugged him.	My son was crying so I slapped him.	hugged	slapped	hug***son***hugs***cry	slap***son***slaps***cry
2707	0	a	He ironed his food to warm it up.	He microwaved his food to warm it up.	ironed	microwaved	warming_yourself***warmed***food***iron***warm***warming	warming_yourself***warmed***food***microwaved***warm***warming***microwave
633	1	a	smoking causes cancer	cancer causes smoking	smoking cancer	cancer smoking	smoking***causing_cancer***cause***cancer	smoking***cause***cancer
7163	1	a	The airplane flies very fast.	The train flies very fast.	airplane	train	fast***airplane***fly***flys***fly_very_fast***very_fast	fast***fly***flys***train***fly_very_fast***very_fast
6967	1	a	There are many fish in the lake.	There are many Sparrows in the lake.	fish	Sparrows	fish_in***fish***fishing***many_fish***many***lake	lake***sparrow***many
1755	0	a	She opened her Christmas pillow.	She opened her Christmas presents.	pillow	presents	pillows***pillow***opens***open	present***opens***presentest***open
9836	1	a	mom cooks the fried egg once a week for me	mom cooks the fried tiger meat once a week for me	egg	tiger meat	cook***mom***egg***week***egging***eggs***cooked	meat***cook***meated***mom***tigers***week***tiger***cooked
3471	0	a	Carrots are a great source of weaponry	Carrots are a great source of fiber	weaponry	fiber	carrot***carrots***great***source***weaponry***carrote	carrot***carrots***great***fibered***source***fibere***fiber***carrote
7969	1	a	He put his feet on the table and his mother criticized him	He put his feet on the table and his mother praised him	criticized	praised	criticize***foot_on***table***mothering***foot***tabling***and_his_mother***mothered***table_and***mother***put	foot_on***table***mothering***foot***tabling***and_his_mother***mothered***table_and***mother***put***praise
6917	0	a	We can listen to music with mouse.	We can listen to music with earphones.	mouse	earphones	musicing***mouse***listen_to_music***mice***listen***music***listen_to***listenest***listens	musicing***listen_to_music***earphone***listen***music***listen_to***listenest***listens
743	0	a	Usually people sleep in kitchen	Usually people sleep in bedroom	kitchen	bedroom	in_kitchen***sleep***slept***people***kitchens***sleeps***kitchen***people_sleep***usually***sleep_in_kitchen***sleep_in***usually_people	bedroom***sleep***slept***people***in_bedroom***bedroomed***sleeps***people_sleep***usually***sleep_in***usually_people
1815	0	a	He flew out different things in his notebook.	He wrote down some items in his notebook.	flew out different things	wrote down some items	thing***different_things***fly***thing_in_itself***notebooks***flys***notebook***fly_out***different	write_down***iteme***writing***notebooks***notebook***item***write
4140	0	a	a dirty dish is for washing and throwing away to clear the house	a dirty dish is for washing and putting away to eat off later	throwing clear the house	putting eat off later	clearing***clear***throw***throwed***dirty_dish***dish***away***throw_away***throws***dirty***clears***house***washings***for_washing	eat_off***put_away***eat***dirty_dish***eaten***dish***away***eaten_off***latere***later***dirty***put***washings***for_washing
1044	0	a	my elephant is driving a car	my sister is driving a car	elephant	sister	elephant***car***drive	drive***car***sistere***sister***sistered
2495	1	a	She roasted a chicken for dinner.	She roasted a dinosaur for dinner.	chicken	dinosaur	chickens***chicken***for_dinner***chickene***roast***dinner	roast***for_dinner***dinner***dinosaur
6863	0	a	English characters have partial radicals	Chinese characters have partial radicals	English	Chinese	radical***englishest***character***english***partial***englishe	radical***character***chinese***partial***chinese_character
4247	1	a	Evolution is a change in the gene pool of a population over time	Evolution is a stable in the gene pool of a population over time	change	stable	gene***population***over_time***pool***change***evolution_is***gene_pool***evolution***time	stable***gene***population***over_time***pool***evolution_is***gene_pool***evolution***time
9509	0	a	I prepared some fuel to power myself	I prepared some cookies to power myself	fuel	cookies	fuels***prepares***fuel***power***prepared***powered***prepare***powerest	cookie***prepares***power***prepared***powered***prepare***powerest
1063	1	a	Hospitals are safe	Hospitals are dangerous	safe	dangerous	safes***safe***hospital***safest***being_safe	dangerous***hospital
8499	0	a	People go to the park to buy vegetables.	People go to the vegetable market to buy vegetables.	park	vegetable market	buying_vegetables***vegetable***go***park***people***buy***go_to***buy_vegetables	buy_vegetables***buying_vegetables***vegetable***go***marketest***people***vegetable_market***buy***go_to***market
2946	1	a	The apple fell from the tree.	The apple floated from the tree.	fell	floated	falls***treeing***fall***tree***apple***fall_from	float***apple***treeing***tree
8540	0	a	All Koreans like pickles.	Koreans like pickles.	All		likes***pickle***like	likes***pickle***like
2873	0	a	After I washed my hands I wet my dry hands with a clean towel.	After I washed my hands I dried my wet hands with a clean towel.	dry	dried	hand***wash_yourself***dry_hands***wash***towel***wash_itself***wetting_yourself***washing***cleaning***wetting***wet_themselves***dry***drier***drying_hands***clean_towels***wet_yourself***clean***wash_myself***hands_with***wet***washed	dry***dry_yourself***drying_yourself***wash_itself***hand***wash_yourself***drier***clean_towels***cleaning***clean***wet_hands***dry_myself***wash_myself***washed***washing***wash***wetting***hands_with***towel***wet
1112	0	a	the monkey teach math	my brother see monkey	the teach math	my brother see	teachest***monkeyed***teach_math***monkey***math***teach	seing***monkeyed***sees***monkey***see_monkeys***brothere***brother***see***brethren
2475	1	a	You should put your dirty clothes in the washing machine.	You should put your dirty clothes in the fireplace.	washing machine	fireplace	washing_machines***clothe***clothes_in***dirty_clothes***machine***dirty***put***washings	clothe***clothes_in***dirty_clothes***dirty***fireplace***put
6145	0	a	he was late for work and his boss got happy	he was late for work and his boss got angry	happy	angry	happy***happiest***late***being_late_for_work***late_for_work***work***bossing***get***were_late***for_work***get_happy***boss***was_late***being_late***wrought***work_and	get_angry***late***being_late_for_work***late_for_work***work***bossing***get***were_late***for_work***angry***boss***was_late***being_late***wrought***work_and
8833	1	a	we use a handsaw to cut wood	we use a penknife to cut wood	handsaw	penknife	woode***use***wooded***handsaws***cut***wood***handsaw***cut_wood	woode***use***penknives***wooded***penknife***cut***wood***cut_wood
8124	0	a	There's never a spark when you take your sweater off in winter	Sparks are easily generated when you take off your sweater in winter	There 's never a spark	Sparks are easily generated	take***spark***in_winter***winter***sparking***sweatere***sweater***never	take***easily***spark***in_winter***take_off***winter***sparking***sweatere***generate***sweater
8705	0	a	Pesticides kill plants	Pesticides kill pests	plants	pests	kills***planting***pesticide***plant***kill_plants***kill	kills***peste***pesticide***kill_pests***pest***kill
4804	0	a	Adding some lemon juice to oyster makes the taste sweet and refreshing	Adding some lemon juice to oyster makes the taste sour and refreshing	sweet	sour	sweet_and***add***lemon***juice***maked***taste***lemon_juice***sweet***taste_sweet***oyster***sweeter***refreshing***oystered***oystering	add***lemon***juice***maked***taste***lemon_juice***taste_sour***sour***oyster***refreshing***oystered***oystering
6760	1	a	heart is a human organ.	Stone is a human organ	heart .	Stone	heart_is***organ***organs***human_organ***heart***human***hearting	stone***organ***organs***human_organ***human
979	0	a	We played our last football tournament at Telsi Indoor Restaurant.	We played our last football tournament at Telsi Indoor Stadium.	Restaurant	Stadium	tournament***indoor***last***playest***play***football***restaurant***footballe	stadium***tournament***indoor***last***playest***play***football***indoor_stadium***footballe
420	1	a	The doctor checked the temperature with thermometer	The doctor checked the temperature with stethoscope	thermometer	stethoscope	check***thermometer***doctorest***temperature***doctor	check***stethoscope***doctorest***temperature***doctor
156	0	a	A landscape is a painting or a photograph which focuses on the face of a person	A portrait is a painting or a photograph which focuses on the face of a person	landscape	portrait	persone***landscaped***painting***photographed***focus_on***person***face***focus***landscape***photograph	persone***portrait***painting***photographed***focus_on***person***face***focus***photograph
3814	0	a	The real Chinese food is dumpings.	The real Chinese food is dumplings.	dumpings	dumplings	dumping***chinese_food***real***chinese***food_is***food	chinese_food***dumpling***real***chinese***food_is***food
